MBB,3426400
UPS,3424900
KT,3420000
HBM,3416600
BEN,3406100
ROKU,3405400
SRPT,3403400
AMDL,3398900
BLUE,3380800
PLD,3367100
VSAT,3356900
QD,3355800
DOC,3352300
PAAS,3336200
BRK.B,3331900
CLDX,3325100
MRVI,3322300
OVV,3314300
WU,3314100
UNP,3305300
APLS,3302000
BCE,3286100
ULCC,3279100
TCOM,3275300
MP,3269600
SHV,3266000
ATRO,3259300
EMR,3254700
TMUS,3251000
COMM,3245200
BK,3239900
CRNC,3239100
VRPX,3238000
FIGS,3237300
ABNB,3228400
EDIT,3228300
HMY,3220700
KKR,3211400
BX,3205500
DG,3195600
EBAY,3192700
DLTR,3182500
RTX,3176000
FUN,3173000
REAL,3156000
XEL,3155800
NFLX,3138200
BIDU,3131700
EOG,3129800
HGV,3129800
ACI,3124800
VIPS,3120700
SABR,3113500
PDBC,3105700
CNSP,3104100
MRSN,3094300
TU,3091000
VMBS,3086300
MMM,3080200
HAO,3076800
SBH,3076000
MET,3073400
PBR.A,3072200
SYRS,3065700
SBRA,3051800
LYB,3047100
APPS,3043400
ARDX,3040100
O,3038800
CCJ,3037300
SNY,3035800
INFA,3033900
TXG,3032300
APVO,3027900
AMH,3025700
ADM,3017000
BARK,3014200
GTES,3007300
SIRI,3006100
IBRX,2991600
ALLY,2988900
HUMA,2979000
NAT,2967200
ICLN,2966900
FRSH,2964500
RITM,2956900
DMN,2951600
TWG,2937000
YPF,2934100
PGHL,2932100
LXRX,2931700
MAXN,2925800
SYF,2924100
RSI,2920700
KURA,2915800
CCI,2914000
MTCH,2911400
AAOI,2906600
KNX,2901900
RKT,2900400
CRDO,2883400
MCRB,2880800
OKTA,2875500
WELL,2874700
GEN,2871100
CTV,2868900
UPWK,2868200
PANW,2860500
MGM,2852100
DUK,2850600
GS,2846900
DRH,2846800
JNPR,2835800
CTSH,2828800
KD,2826500
OTLY,2814800
OSCR,2810700
BLDE,2799100
NRDY,2799000
CRBU,2793300
LPSN,2791600
BRZE,2788900
SOXX,2783800
OGN,2776000
TGTX,2770200
TERN,2767400
ARQT,2766600
CART,2762800
ARMK,2760600
HD,2758500
UDR,2758300
IVZ,2756700
CME,2752800
AR,2751400
