Ticker,Volume,number_options
IRON,349700,4
VCEL,349600,4
NHI,349400,4
INGM,349000,0
THRY,349000,3
SKWD,348200,4
UCTT,348200,4
ALSN,347700,5
RGEN,347000,6
LPTX,346400,5
GPMT,345900,4
TSL,345600,4
GBX,345400,4
TDG,344800,7
NSIT,344700,4
BSCV,344500,0
GIG,344500,0
HOWL,344500,4
APAM,343800,4
FRPT,343700,10
MC,343300,4
ALRM,343200,4
MTH,343000,4
WKSP,342400,4
SLE,341800,0
SANM,341400,4
MCY,340000,4
REVG,340000,4
CIO,339800,4
KOD,339600,5
QTWO,339400,4
FIX,339100,5
VIRX,338300,4
XMTR,338200,5
AMPG,337600,0
HRZN,337600,4
ONCO,337500,0
CODX,336900,7
STEL,336400,0
LASR,335900,4
KEX,335700,4
GHY,335300,0
ASH,335200,5
OPRA,335200,7
PLSE,335200,4
AVD,335100,4
ABCB,335000,4
LOGI,335000,5
KYN,334900,4
IBP,334700,4
PAC,334700,0
CCRN,334500,4
MESA,333900,4
ATRC,333100,4
SHIP,332100,4
AIZ,330700,4
RNR,330700,5
DAPP,330300,4
ARBE,330200,4
DRVN,329900,4
KNF,329900,5
ZD,329900,5
CCS,329800,4
CTRI,329800,5
WAFD,329100,3
AGO,328600,5
VERO,328500,0
BWIN,328300,5
NOTE,328300,4
EWTX,328200,4
SOWG,327800,0
NXTC,327400,3
PBM,327200,0
SLAB,326200,5
EVR,325700,4
EARN,325500,4
IUSG,325400,4
CPAY,325000,5
APPN,324600,5
OXSQ,324600,4
SPXC,324600,4
ARIS,324100,4
MIRM,323900,6
KELYA,323600,4
NDRA,323100,0
ARCH,323000,5
BLCO,322700,5
CVAC,322600,4
ABOS,322500,5
QLYS,322500,4
OFIX,321800,4
MRX,321600,5
OSIS,321400,7
MIRA,321300,0
ROOT,321000,9
STEP,320700,3
BIPC,320200,4
ALVR,319900,3
CFR,319600,4
TPL,319600,4
SEER,319500,4
ROAD,319100,4
KLTR,318900,4
PDO,318700,0
MTW,318400,5
R,318400,4
AMRC,317900,7
FPH,317900,4
NUVL,317900,4
NMFC,317600,5
BBSI,317500,4
LNZA,317400,4
SAIA,317300,4
VC,317000,4
ADX,316500,0
WST,315700,7
NSP,315300,4
PRAA,314800,5
FTGC,313900,1
SEMR,313800,4
ATEX,313700,4
HSTM,313500,4
SWX,313400,4
LBGJ,313200,0
LFCR,312900,4
BCC,312700,4
NSSC,312600,4
SJW,312600,4
PCTY,312400,5
CENT,312000,4
MITK,311000,5
MIGI,310600,0
SSTK,310500,5
SWI,310500,3
SKYW,309500,5
ANTX,309300,0
JOE,309200,4
ASTH,309000,4
USAU,309000,4
BGNE,308100,4
HLI,308000,4
NMZ,308000,0
CORZW,307800,0
ASST,306900,0
CANG,306400,0
TPC,306200,5
MUX,306100,4
SR,305800,4
ZYME,304900,5
RGLD,304800,9
GASS,304700,4
TNC,303900,4
DLX,303700,4
SDA,303700,0
AWR,303400,3
FBRT,303400,4
KRNT,303400,5
LASE,303400,8
EHAB,303200,3
MITT,303000,4
PRDO,302800,4
FNKO,302600,4
WTO,302600,0
OSK,302500,4
ENSG,302100,4
ME,302100,4
PUBM,302000,6
TCBP,301800,0
MAIN,301700,4
SPNS,301600,4
DHF,301400,0
UFPI,300900,4
MATV,300800,5
HTZWW,300500,0
IDCC,300400,4
HUBS,300300,7
GLAC,299900,0
SGMT,299800,5
RAIL,299200,4
DIN,299100,4
KOF,298800,4
IBTE,298000,0
BKV,297700,4
ONVO,297500,4
PEN,297500,5
BOH,297200,4
POLEW,297200,0
SRM,297200,0
PFN,296800,0
BOTZ,296700,5
QNST,296300,5
KROS,296200,5
QNCX,295600,4
NX,295500,4
CMTL,295200,4
PHIN,295200,4
OFG,294800,4
CSTL,294500,4
DEC,294300,0
PRO,294100,5
CBT,293900,4
AXTI,293600,4
ITCI,293600,5
SRI,292800,4
ITGR,292500,4
IIPR,292000,6
SGHT,291800,4
CECO,291300,6
OM,291300,4
ADV,290900,3
CHCT,290300,4
CVGI,289900,4
ESOA,289500,0
WSO,289500,5
TARA,289100,4
PTVE,288900,4
INGR,288800,5
PHR,288400,5
GPOR,288200,5
KFY,287500,4
CEPU,287200,4
SMHI,287200,3
BYRN,287000,5
CNTY,287000,4
ORA,287000,5
VVX,286900,4
KREF,286700,4
ZH,286500,4
BHF,286400,4
ICFI,286200,4
USDX,285800,0
MRTN,285600,3
ALGT,285100,6
ESS,284700,4
DAVE,284500,6
FFBC,284100,4
AMPH,283700,5
BSJO,283700,0
LGMK,283700,0
PI,283700,5
AVK,283600,0
RBC,282900,4
CELC,282600,4
THR,282200,4
FUL,281700,4
RARE,281300,6
ARCT,281000,4
GLOB,281000,6
JLL,280900,5
NDSN,280600,4
JGLO,280500,0
PRQR,280500,4
BRRR,280300,0
FENC,280100,3
STVN,280100,3
RGR,280000,4
SBCF,279900,3
WSFS,279900,3
CVLT,279800,8
BIOX,279300,4
TFSL,278800,4
AMLI,278000,0
FDP,277500,4
NTCT,277500,3
PPTA,277400,4
MFH,277200,0
GPRK,276900,4
MX,276200,4
YY,276200,5
JFR,276000,0
SKE,275500,4
LIFW,274800,0
ALNT,274700,3
CHH,274500,4
ZG,274400,4
IBTF,274300,0
NAC,274100,0
TUSK,273800,3
BSJP,273700,0
MBUU,273700,4
ZURA,272200,4
TIMB,272100,3
AWP,271600,0
ANVS,271300,10
VYGR,271000,4
PRLB,270600,4
CGBD,270500,4
WISA,270500,0
SMR.W,270300,0
TH,270300,6
AVO,269900,3
CGON,269600,4
DVY,269400,4
VFF,269000,4
MHO,268600,4
WEX,268600,4
GRBK,268400,4
UHA.B,268100,0
GCTK,268000,0
ABAT,267700,4
LPRO,267600,3
HYFM,267400,4
PEBK,267300,0
OPHC,267200,0
MAX,267100,4
GMM,266900,0
PODC,266800,0
SFBS,266600,4
RDWR,266500,4
MFIC,266400,4
CBZ,265900,3
TFII,265900,4
GXAI,265800,0
STIM,265600,4
BOND,265200,4
XFLT,265100,0
ACON,265000,0
UTHR,265000,6
UXIN,264900,0
INDB,264700,3
RGTIW,264700,0
SKYY,264500,4
ZTR,264500,0
DOOO,264300,6
PRFX,263400,0
SDOT,263200,0
CCIF,261700,0
DCOM,261700,3
QQQI,261700,4
DCTH,261600,4
ONMD,261400,0
RGLS,261400,4
SANW,261400,3
HUBC,261300,0
PATK,261200,5
RUSHA,261100,4
MIST,261000,3
ORIS,261000,0
FCFS,260800,5
IBTX,260700,3
PRTS,260700,4
BEEM,259900,4
AKAN,259600,0
CLH,259100,4
ZEUS,258800,4
RGP,258700,4
TKR,258700,4
MRCY,258500,9
HRYU,258400,0
SUN,258200,4
OABIW,257700,0
WPP,257600,4
TPVG,257500,4
IMMX,257300,4
PBH,257300,3
EFSC,257200,4
EPIX,255800,5
ISTB,255700,0
GOOD,255600,4
TSMX,255500,0
SKM,255300,4
ORIC,255100,3
TGLS,255100,6
HROW,254800,6
LOAR,254700,5
THRM,254700,4
FSS,254300,4
ZVSA,253400,0
SAFE,253100,4
OPP,252900,0
FBNC,252700,4
GMRE,252700,4
MESO,252600,5
IMXI,252500,4
USLM,252400,4
PDSB,251900,4
CLW,251700,4
EVC,251000,4
ANGO,250900,4
GRI,250700,0
ACH.W,250600,0
ESGD,249800,2
RWAY,249400,4
TYL,249400,4
MGTX,249300,4
AYI,249200,6
COCO,249200,4
POAI,249100,0
COOK,249000,4
PSO,248900,3
ALTG,248700,6
FTK,248400,4
MKTX,248300,4
HTLM,247900,0
NTB,247900,4
BCAT,247800,0
CDRE,247700,4
MANU,247700,9
MGX,247500,0
BDC,247200,4
AZO,247100,5
LGVN,246900,0
SCL,246800,3
IBOC,246400,3
CYBR,246200,8
STTK,246000,4
RYI,245800,3
BSIIW,245700,0
EVTC,245600,4
BCAX,245500,3
TGS,245300,4
BTZ,245100,0
DTC,245000,4
EXP,244900,4
DSU,244600,0
TCBI,243900,4
AREC,243800,4
INBS,243400,0
PLMR,243300,4
CATY,243200,4
WDI,243200,0
PJT,243100,4
EIC,243000,0
ERNA,242800,0
ILPT,242000,5
UMBF,242000,4
BOLT,241900,0
SIBN,241300,4
COMT,241200,4
CMCO,241000,4
BATRK,240900,3
FLGC,240700,0
CNNE,240400,3
VANI,240400,4
CCIX,240300,0
SAR,240100,4
GAMB,239500,4
SHEN,239500,4
THRD,239500,2
TRML,239100,4
VEEA,239000,0
VMO,239000,0
MNR,238200,0
CCU,237800,4
GDC,237600,0
OBDE,237600,0
SLDB,237600,4
CLAR,236600,4
NVFY,236400,0
HQH,236100,0
SOHO,235800,0
GOLF,235600,4
KALV,235600,4
KXIN,235400,3
PANL,235400,4
MEDP,235000,5
MYRG,235000,4
ELDN,234800,4
NMCO,234700,0
OTTR,234600,4
SLQD,234200,1
RMNI,233800,4
AGYS,233700,4
FF,233600,4
HRI,233100,5
VCIG,233000,0
BUSE,232700,4
METU,232700,0
CWST,232600,4
CWE.A,232300,0
PFSI,232000,5
CR,231900,4
CBL,231700,6
AAT,231200,4
TIXT,231200,4
BOOM,230800,4
FDS,230700,4
COCHW,230400,0
EDD,230300,0
CHMI,229900,4
RXST,229900,5
ATXS,229800,4
QSG,229800,0
GALT,229700,4
HGER,229200,0
LCII,228900,4
NMM,228900,6
ALAR,228200,0
EJH,228100,0
EIG,227900,3
RELI,227800,0
VRME,227800,0
IQI,227700,0
JSPR,227300,6
PBT,227300,4
TELO,227300,0
CBAT,226500,4
CVGW,226500,4
EUFN,226500,4
AVBP,226300,0
OCFC,226200,3
PPT,226100,0
HNI,226000,3
CISS,225400,0
COWG,225400,0
LGO,225400,4
CNEY,225300,0
HFWA,225300,3
OCCI,225300,0
BLKB,225000,3
LAND,224900,4
MATX,224900,4
UPB,224800,0
CION,224400,3
CYCC,224300,0
NXST,224100,5
SRG,223800,5
AIP,223200,3
BAND,223000,4
SITE,222900,4
IGMS,222500,4
FBLG,221300,0
LUXH,221300,0
CBU,221200,3
TRNR,221000,0
ANRO,220900,3
DUOT,220700,0
RACE,220700,6
LAD,220300,5
NAUT,220200,3
KNSA,220100,3
QUAD,220000,4
SPRU,219900,3
AGX,219500,4
NBR,219100,9
IOSP,219000,3
JPM-K,219000,0
OMGA,218700,4
DSP,218600,4
WIMI,218300,3
ICU,218200,0
CUBI,217600,4
BAC-M,217400,0
FEPI,217100,4
MEGI,216600,0
RBBN,216600,4
AXGN,216300,4
ECAT,215800,0
RAPT,215200,5
CGNT,215100,4
PLUS,215100,4
RMAX,215100,4
SPTN,214800,4
CNVS,214600,0
ETW,214500,0
TUR,214500,4
BJRI,214300,5
DBD,213700,5
GATX,213700,4
SISI,213700,0
THG,213500,4
LIDR,213000,0
MATW,212800,5
ABEO,212700,4
EEFT,212700,4
SGBX,212700,0
BSIG,212300,3
BSGM,212200,1
CDRO,212000,0
PERI,212000,5
CSR,211900,4
SBGI,211600,4
THCH,211600,3
MSEX,211500,3
AGS,211300,4
CSQ,211300,0
JBDI,211200,0
HPE-C,210600,0
HYI,210600,0
XLO,210200,0
DXPE,210000,3
TFPM,210000,4
ACA,209900,8
HYZN,209700,2
ACT,209400,3
BNZIW,209400,0
PBYI,209300,4
ONL,209200,4
MQY,208900,0
NVGS,208700,4
TREE,208600,4
PRA,208200,4
PAG,208000,4
KIDS,207900,3
AVAH,207800,4
OXY.W,207400,0
SUSC,207400,0
WSR,207300,4
XBIL,207300,1
BBW,207200,4
ABVEW,206500,0
RNGR,206500,4
KAVL,206400,0
PTNQ,206300,0
GUTS,206000,0
ADD,205700,0
BMI,205600,5
AMPL,205500,4
IPA,205400,3
RS,205400,5
NRK,205200,0
SASR,204900,4
SMXT,204900,0
NBXG,204800,0
HLNE,204400,4
RQI,203900,0
COEP,203800,0
LECO,203700,4
AFMD,203100,4
LIPO,202900,0
IKNA,202800,0
VTMX,202800,0
FICO,202600,8
BHE,202200,4
OUS.W,202200,0
SUPN,202100,4
CMBT,202000,5
PITA,201900,0
PLXS,201800,4
NIU,201700,4
AMTB,201000,4
SHYF,201000,3
AAPD,200700,4
FPI,200700,4
FMS,200500,4
NIXX,200200,0
YXT,199700,0
CSWC,199500,4
HBNC,199500,3
CASY,199400,4
EGP,199400,4
CAAP,199300,4
FFIC,198800,3
ENZ,198400,4
IBTI,198200,0
PLOW,198200,3
BALY,198000,4
DAC,197900,5
ROCK,197700,4
SPRO,197700,4
CACI,197400,5
ARCB,197200,5
HEI.A,197200,0
TRS,197000,2
ANIP,196800,4
ION.W,196800,0
FTCS,196300,1
BRDG,195900,4
SCSC,195800,4
HKD,195700,0
MUC,195300,0
SCM,194900,4
STEW,194400,0
GILT,194300,4
NXU,193800,0
CLEU,193700,0
DRD,193700,4
BGFV,193300,4
SUNE,193000,0
AMRK,192700,4
DSGX,192700,4
BNED,192400,3
EE,192200,4
ATLX,192100,4
ANDE,191700,4
PSQH,191700,5
SPIR,191600,4
EVLVW,191300,0
STRA,190800,4
AMIX,190700,0
CVRX,190500,4
CLRB,189900,4
NOVT,189600,4
PAXS,189500,0
BBN,189300,0
COHU,189300,4
TKC,189300,4
EHI,188700,0
BKK.W,188500,0
ZUMZ,188500,4
WRAP,188200,4
CLSD,188000,4
BCSF,187900,4
FLGT,187600,4
LIND,187200,4
RA,187200,0
GWW,187100,5
HMN,186600,3
CRGX,186400,0
ASTE,186300,4
FTHY,186200,0
CTS,186100,4
SRDX,186100,4
RZLT,186000,6
ICHR,185900,4
GHIX,185600,0
PKX,185600,4
ATGE,185400,5
ASG,185300,0
LGIH,184900,5
HG,184600,5
SCYX,184600,4
AVNW,184500,4
TURN,184400,4
SCWO,184100,0
SPH,184100,4
ALE,184000,4
KNDI,184000,4
FMB,183700,0
MLNK,183400,3
ONEQ,183200,4
RIME,183200,0
NEE-T,182900,0
CW,182800,4
LGND,182700,4
TSLX,182600,4
BHK,182500,0
CBLL,182400,0
TBPH,182200,3
NEON,182000,4
IMPP,181700,6
MTD,181500,4
DORM,181400,5
SCHL,181400,5
SHG,181400,4
WALD,181300,0
NGL,181200,4
SSD,181100,4
CNA,181000,4
MAMO,181000,0
LXU,180700,3
VNQI,180700,4
FCN,180300,4
BTMD,180100,0
FISI,180000,3
JPM-L,179900,0
JL,179800,0
MTAL,179700,0
SXT,179500,4
WBTN,179500,3
AQMS,179400,4
CHARU,179100,0
SPRB,179100,4
BAC-N,178700,0
EVTR,178600,0
AIPI,178500,0
CFB,178500,4
CIB,178500,4
GPI,178400,4
SAFT,178400,4
EMKR,178200,4
IMNN,178000,0
NBHC,178000,3
ATHA,177800,4
AWI,177500,4
TCBK,177500,3
PAL,177300,0
T-C,177300,0
FRME,177200,3
MEOH,177200,4
ZCAR,177000,0
AMAL,176800,4
BANR,176800,3
ADXN,176700,0
ECO,176700,0
SLNH,176600,0
MSA,176400,4
WAVE,176300,0
DOMO,176100,4
CEVA,176000,4
IMKTA,176000,4
RDCM,175900,0
DMAC,175500,3
RSSS,175500,0
EXPO,175300,4
HRTG,175300,4
FFC,174900,0
NWTN,174800,0
SRTS,174800,4
HOTH,174700,0
VINC,174300,0
WLY,174200,4
SPSC,174100,4
UFCS,173900,3
MYSZ,173800,0
HIPO,173700,4
PML,173700,0
HEAR,173600,5
IPW,173600,0
NEXN,173600,4
HHH,173400,5
TYRA,173400,4
IGD,173200,0
UGRO,173200,3
CODI,173100,5
NCA,173100,0
T-A,173100,0
STBA,172900,3
ECX,172800,0
MUU,172800,0
GSHD,172400,4
AWF,172300,0
EVO,172200,0
MORN,172200,4
MTLS,172200,4
NGVC,172200,4
FTSL,171500,2
GEF,171500,4
IDE,171200,0
ORMP,171200,4
NFJ,171100,0
BCLI,170800,2
SD,170800,4
HVT,170600,4
DNTH,170500,5
SAIH,170400,0
MCRI,170200,3
TRUE,170100,3
DGHI,169500,0
OSBC,169300,4
WOR,169000,4
KRYS,168700,5
WS,168400,4
PDFS,168200,4
BAP,168100,4
LWAY,168100,0
HZO,167800,4
ONTF,167800,3
RLI,167800,3
BIO,167700,4
BTCM,167600,4
LSH,167600,0
MCS,167600,4
CLLS,167400,3
AGD,167000,0
AMPY,167000,5
HYBI,166800,0
HGBL,166600,0
NWN,166600,4
WFC-Z,166600,0
CII,166500,0
VTGN,166400,5
TCRX,166100,0
VCV,166100,0
GMGI,166000,4
PESI,165600,4
YI,165600,4
AIR,165300,5
FNGR,165300,5
PKST,165100,3
AVTE,165000,5
DFLI,164900,5
BASE,164800,4
MASS,164700,4
PEY,164700,4
WCLD,164600,4
ETY,164500,0
TEI,164200,0
BIT,164000,0
TNON,164000,0
JYD,163900,0
NPCT,163900,0
YMAB,163900,4
APPF,163700,4
ENS,163500,5
WAI,163400,0
BKNG,162700,17
MLTX,162200,5
CRBP,162000,5
NKX,161900,0
FAAS,161800,0
LDTC,161800,0
TEO,161700,4
CNTX,161400,0
THW,161300,0
RMSG,161000,0
DGICA,160800,4
VPG,160500,3
GCO,160300,4
UVV,160300,4
EDN,160200,0
WASH,160100,4
PLCE,159700,10
GTY,159600,4
KSPI,159600,4
WKEY,159200,0
ELVN,159100,4
MIN,159000,0
LSEA,158900,4
AMED,158700,9
UHAL,158700,3
REX,158000,3
OB,157800,4
AKTX,157600,0
LEO,157600,0
WINT,157300,0
CARM,157200,0
FEM,157200,1
GFR,157200,0
ADN,157100,2
RRGB,156400,4
ZENV,156400,0
PAHC,156000,3
AZZ,155900,4
CYCN,155700,0
ESAB,155600,9
SLP,155500,4
AVIR,155400,4
PNST,155300,0
INGN,155000,4
UCL,155000,0
FTHI,154900,1
AORT,154800,5
LSTR,154700,3
NDMO,154500,0
TSVT,154500,4
FELE,154300,4
RLMD,154300,5
ICLK,154200,4
PCK,154200,0
XTKG,154100,0
SHCO,153800,4
NAAS,153700,1
MUJ,153600,0
AMR,153500,7
HSPO,153500,0
DHX,153400,4
KWR,153400,4
PEV,153400,0
CLOU,153300,4
UPXI,153300,2
CURI,153200,4
EKSO,153200,4
NXJ,153200,0
ABG,153100,4
JOB.W,153100,0
OMAB,153000,4
SITM,153000,4
KRO,152600,4
FARM,152300,4
DGII,152200,4
IPAR,152200,4
PSMT,152200,4
GIB,152000,4
MTRX,152000,4
UTF,151900,0
GAN,151300,3
PHVS,151000,0
VVI,150700,3
TPB,150500,5
APOG,150200,4
LOPE,150200,5
TDY,150200,4
VRIG,150100,0
LUNA,150000,4
PTPI,150000,0
ETV,149700,0
GRID,149700,4
HTH,149500,4
BHR,149300,4
AJX,149200,4
IIM,149200,0
ASIX,149000,4
RING,149000,3
DBL,148900,0
AKYA,148800,4
MNTK,148700,3
HAFC,148400,4
EHTH,148300,4
LOGC,148200,5
ACOG,148000,0
VGM,148000,0
BRW,147900,0
NXDT,147900,3
BMRA,147700,4
HEES,147600,4
DCO,147200,4
SLRC,147200,4
SBC,146900,0
MSD,146600,0
RCS,146600,0
INVE,146500,3
ALLR,146300,0
FIZZ,146300,4
TBI,146100,4
GBAB,146000,0
WIW,145800,0
SOL,145600,4
CHW,145500,0
IIIV,145400,4
NEOV,145300,0
USPH,145100,4
AVGX,144700,4
INSG,144300,4
BGB,143900,0
HPK,143900,5
ML,143300,5
DMLP,143200,4
BPT,143000,4
WOW,143000,5
AMSF,142900,3
GLPG,142900,3
AGMH,142700,0
BSTZ,142500,0
MODV,142200,5
CTRN,142000,4
DSGN,141600,4
RPTX,141400,3
AMG,141300,4
ARBB,141300,0
PBMWW,141300,0
SXTP,141300,0
ENVA,141100,5
BDMD,141000,0
OPF.W,141000,0
HMST,140700,4
EGBN,140600,3
CIF,140500,0
ATR,140300,4
HSII,140000,3
SAH,139600,5
IBTH,139500,0
UHGWW,139500,0
MED,139400,4
TRVI,139300,4
FEMY,138900,0
PFC,138900,3
PCN,138700,0
NFBK,138400,3
INSE,138300,2
DSM,138200,0
BMR,138100,0
DRLL,137700,4
FOA,137700,5
IIIN,136800,3
INTZ,136700,0
MGIH,136500,0
BLE,136400,0
EVT,136400,0
NVMI,136300,4
SNOA,136300,0
XPEL,136300,4
ONCY,136200,0
ARQQW,136000,0
BW-A,136000,0
FTGS,135700,0
ALBT,135600,0
IJT,135600,4
NVNO,135500,4
PRLHW,135400,0
AIFF,135200,0
ARDT,134800,5
TXO,134700,4
ISPOW,134600,0
VKQ,134600,0
HLVX,134100,0
PRI,134100,3
BCX,134000,0
BIOR,134000,3
HYMC,134000,4
ABVC,133900,0
HYLS,133900,0
TFIN,133900,4
BCH,133800,4
BFZ,133800,0
ENLV,133700,4
FUFU,133400,0
ADVM,133200,4
BSCX,133100,0
SNEX,132500,4
RDVT,132400,4
RIGL,132200,4
ALRS,132100,4
RDUS,132100,6
INMB,131900,4
PTA,131800,0
CPF,131700,3
WHF,131700,4
DFGP,131500,0
ZIMV,131100,4
HBIO,130600,3
MVF,130600,0
IHG,130400,0
ADUS,130200,4
HGTY,130200,4
DLNG,130100,4
EMD,130100,0
BSMV,130000,0
ENVB,130000,0
OPTX,130000,0
STSSW,130000,0
CRVO,129600,0
AILEW,129400,0
CTSO,129400,3
PGC,129400,2
PINE,129400,3
USAC,129300,5
JTAI,129200,0
SEZL,129200,0
RBO.W,129100,0
LANC,129000,4
STN,129000,4
BABX,128900,4
ASGI,128700,0
TRSG,128600,0
DDS,128500,0
JPM-M,128500,0
PFMT,128500,3
PSNYW,128100,0
WETH,128100,0
CNOB,127900,3
DRTS,127700,0
LPL,127500,4
USTB,127500,0
SYBT,127400,3
ACIC,127300,4
LOB,127200,4
LOCO,127100,4
CQP,127000,4
KNSL,126600,4
VSEEW,126600,0
UVSP,126300,3
ACTG,126100,4
IBTJ,126100,0
ORRF,126100,3
FARO,126000,5
NBTB,126000,3
SND,126000,4
BY,125600,3
EDAP,125400,5
ESE,125400,4
TOUR,125200,3
MOV,125100,4
ERIE,124900,4
RGF,124900,0
FBRX,124800,1
ISD,124600,0
VICR,124600,5
XT,124200,3
NMTC,124100,3
NEE-R,124000,0
FBLA,123800,0
LXEO,123800,0
WTS,123500,2
MUSA,123400,4
LPCN,123300,0
TRNS,123300,4
THQ,123100,0
TTGT,123100,3
STC,122900,3
QTUM,122800,4
RCKTW,122800,0
AMP.V,122600,0
VTSI,122600,4
EBF,122500,3
MGEE,122500,3
NCNA,122500,0
BIOA,122400,0
MTX,122400,2
BSII,122300,0
PETS,122300,4
CCLD,122200,4
MBIN,121900,4
USEA,121900,0
NXTT,121400,0
NBBK,121300,4
SHPH,121300,0
TASK,121200,4
RDZN,121100,0
DALN,120900,0
LPTH,120800,0
IMAB,120700,3
OVID,120500,4
CEADW,120400,0
SUSB,120400,1
GRDN,120100,0
CPZ,119900,0
UVE,119800,4
LNN,119700,4
LTM,119600,0
ETG,119500,0
PLUR,119500,0
RAPP,119400,4
NPW.W,119200,0
SMP,119200,3
CASH,119100,3
MBOT,119100,3
GHIXW,119000,0
MYN,118900,0
BKT,118800,0
JFBR,118700,0
CHY,118600,0
NPO,118500,4
INNV,118300,4
TBB,118300,0
AMZZ,117900,4
FLYE,117900,0
ALG,117800,4
GCTS,117800,0
PDP,117600,3
LVROW,117500,0
FPF,117300,0
HTLF,117300,4
BNAI,117200,0
DATS,117100,0
MODD,117100,0
FTC,117000,2
HWKN,117000,4
TECX,116900,1
CASK,116800,0
DFGX,116800,0
ALZN,116700,0
FVR,116700,0
WTBN,116600,0
FOR,116500,5
WFG,116500,4
QTTB,116200,4
ADNWW,116100,0
USMC,116100,0
BXMX,116000,0
SHFS,116000,0
TRVG,115900,4
FTFT,115800,4
SATL,115700,4
FDUS,115400,4
KBWD,115300,4
ATER,115200,4
BLTE,115200,0
ONEW,115200,4
USM,115200,4
WLGS,115200,0
VTS,115100,4
ELVA,115000,0
GORV,115000,4
AWRE,114900,3
SJT,114900,5
MNPR,114800,0
XNET,114600,4
PGYWW,114300,0
NOEMU,114200,0
YRD,114200,4
AFCG,114100,4
BLMZ,114100,0
CENN,114000,4
CINT,114000,2
ETD,113800,4
FLIC,113800,4
MYPS,113000,4
BTT,112900,0
FAMI,112900,0
PFL,112900,0
PSCE,112800,3
CLYM,112700,0
CTCX,112600,0
SKLZ,112600,5
VMD,112600,4
WRD,112300,0
CBUS,112200,4
GYRE,112200,1
PPSI,112000,4
IKT,111800,0
MUE,111700,0
CNS,111600,3
LMFA,111600,0
LINC,111500,4
CPS,111000,5
KAI,110800,3
PDT,110800,0
ICON,110600,0
CSWI,110500,3
QTI,110500,0
COF-I,110300,0
BBCP,109900,4
LMAT,109900,4
DTSQR,109700,0
PHT,109700,0
MS-A,109600,0
PPH,109600,4
MBWM,109500,3
QQQE,109500,4
CLPT,109400,4
GP,109400,4
QIPT,109400,4
IGIC,109100,4
NRC,109100,4
LLYVA,109000,4
CHI,108900,0
ANIK,108800,4
MRCC,108700,4
CLIK,108500,0
BSLK,108400,0
FEIM,108400,0
KIO,108400,0
MLR,108400,4
WD,108400,5
BFST,108300,4
VIRC,108000,4
JVA,107800,0
DFIN,107700,4
HWH,107700,0
BFRG,107500,0
PSTL,107100,4
VSEC,107100,5
CCSI,106900,4
CHSN,106900,0
MIY,106800,0
LQDT,106600,3
NRSN,106500,0
FTEL,106400,0
CMPR,106300,3
CXDO,106300,4
ETJ,106300,0
AEYE,106100,4
ATS,106100,4
CTOR,106100,0
NESR,106000,0
FBK,105800,4
HQL,105800,0
CLNN,105500,2
CHT,105400,2
MOND,105300,0
TALKW,105300,0
LUNG,105200,7
CCNR,105100,0
GSIW,104800,0
PMT-A,104700,0
SMSI,104700,4
RNXT,104300,0
WDFC,104200,5
EWZS,104000,4
NB,103900,4
FSUN,103600,0
MGRC,103600,3
QQQX,103600,0
CMU,103200,0
SPOK,103200,4
SUP,103100,3
FCUV,102800,4
MRIN,102800,0
SBSI,102800,3
TELA,102800,4
LMB,102600,4
PSF.W,102600,0
DLY,102500,0
FLD,102400,0
CWD,102300,0
EUDA,102200,0
MARXR,102000,0
VCNX,102000,0
BKS.W,101900,0
FVNNU,101800,0
MLYS,101800,4
PDX,101800,0
WABC,101800,4
UAE,101600,0
FRST,101500,3
GUG,101500,0
LOT,101500,0
PRPL,101400,5
XPON,101400,0
QUIK,101200,4
AURA,100800,3
QTEC,100700,3
JBSS,100600,4
HURA,100400,0
HCM,100300,3
LE,100300,4
MSSAW,100300,0
GNLX,100100,0
PHD,100000,0
IMMP,99900,4
GSIT,99800,4
FRGT,99700,0
SEPN,99700,0
WATT,99700,0
ASPS,99600,0
SII,99600,5
KB,99400,3
LFUS,99300,4
DPG,99100,0
NDLS,99100,4
EVGOW,98900,0
TRC,98900,4
ULY,98900,0
GLAD,98700,4
IBEX,98400,3
QCLN,98300,4
STRV,98200,4
MCR,98100,0
MHLD,98100,4
BRLT,98000,4
BSCW,98000,0
BTGD,98000,0
ITRN,98000,4
FDIG,97900,4
JRI,97900,0
MYI,97900,0
FBMS,97800,3
GLRE,97500,4
BLX,97300,4
SKYE,97300,3
DKL,97200,4
SGMA,97000,0
BCPC,96900,4
BLW,96800,0
PBPB,96600,4
USGO,96600,0
CLFD,96500,4
BOE,96400,0
COD-B,96400,0
TRDA,96400,3
VYNE,96300,0
JTEK,96200,0
MSW,96200,0
SSSS,96200,4
ORKA,96100,2
JAKK,96000,4
NBB,95900,0
SQNS,95900,4
BTFX,95600,0
GNOM,95300,1
MFM,94900,0
NOAH,94800,4
MOG.A,94700,0
ACHV,94600,3
KIM-N,94600,0
RITR,94500,0
BOC,94400,4
MBX,94400,0
DRCT,94300,0
AFYA,94100,3
BGT,94100,0
DTCR,94100,4
IFN,94100,0
GAIN,94000,4
KRUS,94000,0
NCI,94000,0
USAP,93600,4
ALCE,93500,0
BFA.W,93500,0
NIPG,93400,0
ASUR,93200,4
BBLG,93100,0
WFC-D,93100,0
OOMA,92900,4
PRPH,92900,4
NEWT,92800,4
BUG,92600,4
CVCO,92500,4
