Ticker,Volume,number_options
KEY-I,18900,0
LSAK,18900,3
MFA-B,18900,0
MNYWW,18900,0
NERV,18900,0
XWEL,18900,0
FMAO,18800,3
IPWR,18700,0
SPXX,18700,0
AHL-E,18600,0
ILAG,18600,0
KFS,18600,3
SWVL,18600,0
BPTH,18500,0
CMSD,18500,0
EXEEL,18500,0
NODK,18500,0
WRLD,18500,0
ZIONL,18500,0
CVV,18300,0
GECC,18300,0
HHS,18300,0
INCR,18300,4
KPLT,18300,0
METD,18300,0
MPX,18300,5
NLY-I,18300,0
PAMT,18300,0
PSA-O,18300,0
VFSWW,18300,0
BSCY,18200,0
ECOW,18200,0
FCA,18200,2
JRSH,18200,0
CRT,18100,0
FVCB,18100,2
GRX,18100,0
IMTE,18100,0
LVLU,18100,4
CHCI,18000,0
EFOI,18000,0
FINW,18000,0
NL,18000,4
SAMG,18000,2
SBFG,18000,0
ARR-C,17900,0
BML-J,17900,0
OBLG,17900,0
PKOH,17900,3
BFIN,17800,2
CIM-B,17800,0
IMCC,17800,0
MPV,17800,0
OPINL,17800,0
UBFO,17800,3
BML-H,17700,0
FT,17700,0
BHST,17600,0
METCB,17600,0
NVEC,17600,0
SF-D,17600,0
AUROW,17500,0
DYNI,17500,0
SLG-I,17500,0
TISI,17500,0
ALL-B,17400,0
ATXG,17400,0
DOGZ,17400,0
EBTC,17400,3
ESLT,17400,5
NNAVW,17400,0
SCE-H,17400,0
UK,17400,0
UTMD,17400,0
CDC,17300,2
EXTO,17200,0
THLV,17200,2
COFS,17100,0
GOODO,17100,0
SFST,17100,3
SPYQ,17100,4
BFC,17000,0
BNJ,17000,0
PSA-S,17000,0
RZB,17000,0
TATT,17000,0
GSBC,16900,3
NTWK,16900,4
TSMZ,16900,0
ECC-D,16800,0
HRTS,16800,3
INBK,16800,4
OBT,16800,0
RFL,16800,3
SBR,16800,0
UFO,16800,4
FNLC,16700,4
ORGNW,16700,0
TNFA,16700,0
BGRN,16600,0
CXH,16600,0
AEI,16500,0
AIRT,16500,0
HQI,16500,0
MLP,16500,0
NYAX,16500,0
WHLRD,16500,0
ASRV,16400,0
EVSD,16400,0
FTWO,16400,0
STXT,16400,0
TVC,16400,0
CCGWW,16300,0
DBR-I,16300,0
DSY,16300,0
FBR-E,16300,0
HEQ,16300,0
HUDI,16300,0
OLB,16300,0
CNET,16200,0
EHGO,16200,0
GROW,16200,3
MITAW,16200,0
WCC-A,16200,0
BRKH,16100,0
PFM,16100,1
PMEC,16100,0
PROCW,16100,0
TOMZ,16100,0
CGABL,16000,0
EVOK,16000,0
PFH,16000,0
RNR-G,16000,0
SNV-D,16000,0
TCRT,16000,1
CUBWW,15900,0
DTW,15900,0
EDSA,15900,0
SR-A,15900,0
VSMV,15900,0
BMN,15800,0
COPP,15800,0
DLHC,15800,2
HBCP,15800,3
JSM,15800,0
SSBI,15800,0
FGL,15700,0
GDL,15700,0
HIG-G,15700,0
HPAI,15700,0
KF,15700,0
KZR,15700,4
PRENW,15700,0
PSA-I,15700,0
QH,15700,0
SUNS,15700,0
BNR,15600,0
CCEC,15600,4
NAZ,15600,0
UNTY,15600,4
ATPC,15500,0
BIS,15500,3
STXK,15500,0
TARK,15500,4
AIZN,15400,0
BPYPP,15400,0
EPSN,15400,3
HEPA,15400,0
IXHL,15400,0
TEAF,15400,0
AGM-G,15300,0
EBR.B,15300,0
PSIG,15300,0
SUUN,15300,0
BSVN,15200,0
SLMBP,15200,0
USAF,15200,0
FORD,15100,0
LEE,15100,0
SCE-N,15100,0
STG,15100,0
VNO-N,15100,0
AACG,15000,0
CFR-B,15000,0
LSTA,15000,0
TBN,15000,0
LUXHP,14900,0
PSA-K,14900,0
XOVR,14900,0
ZKIN,14900,3
COCP,14800,0
EEA,14800,0
EPRX,14800,0
ESSA,14800,3
GHC,14800,0
HYZD,14800,0
PKBK,14800,3
VHI,14800,0
YIBO,14800,0
AIA,14700,2
PYN,14700,0
TLX,14700,0
WSBCP,14700,0
ATXI,14600,0
AVAL,14600,0
RAY,14600,0
BETR,14500,0
CCTG,14500,0
FNWB,14500,0
MOVE,14500,0
PYPD,14500,0
RAVE,14500,3
STXE,14500,0
AHL-C,14400,0
APO-A,14400,0
FAAR,14400,0
KACL,14400,0
ODC,14400,0
SKIL,14400,0
AGNCL,14300,0
MLEC,14300,0
NLY-G,14300,0
SLNHP,14300,0
UNMA,14300,0
ICOP,14200,3
ILIT,14200,2
IMTXW,14200,0
MBCN,14200,0
NETZ,14200,2
SENEA,14200,0
ACR,14100,4
COOTW,14100,0
SLNG,14100,0
TTP,14100,0
TWO-A,14100,0
CGBDL,14000,0
GWRS,14000,4
HBANL,14000,0
MGIC,14000,4
NRIM,14000,0
VEEE,14000,0
BIB,13900,5
DBR-J,13900,0
VHC,13900,0
ELPC,13800,0
FGFPP,13800,0
GTIM,13800,3
LFLY,13800,1
MGOL,13800,0
CMND,13700,0
ENGNW,13700,0
MARX,13700,0
BSBK,13600,0
CYD,13600,4
GNTY,13600,3
YOTAW,13600,0
AVL,13500,0
DSX.W,13500,0
FLX,13500,0
IMCV,13500,0
OCTO,13500,0
POCI,13500,0
PSA-J,13500,0
PSBD,13500,0
BML-L,13400,0
BOH-A,13400,0
BSMQ,13400,0
BYSI,13400,3
FSBW,13400,0
IQQQ,13400,0
JCSE,13400,0
EBMT,13300,0
NCZ-A,13300,0
SCOR,13300,0
TDSC,13300,2
WINA,13300,0
CHM-B,13200,0
CTEC,13200,2
EQH-C,13200,0
FKWL,13200,4
GLTO,13200,2
MER-K,13200,0
MNDO,13200,4
STXG,13200,0
CSBR,13100,3
DSMC,13100,0
FGBI,13100,0
QVCD,13100,0
XIN,13100,0
ABTS,13000,3
NRUC,13000,0
RDHL,13000,0
ALTY,12900,0
CEAD,12900,0
EML,12900,0
GIPR,12900,0
NEE-S,12900,0
ADAG,12800,0
AGM-F,12800,0
CIM-A,12800,0
DSYWW,12800,0
GRVY,12800,0
LANDO,12800,0
PMCB,12800,4
SONM,12800,0
ACNB,12700,3
PXI,12700,3
SWAG,12700,0
IPX,12600,0
PWOD,12600,0
CIM-D,12500,0
FORL,12500,0
ISSC,12500,3
RMBI,12500,0
TSPY,12500,3
FFNW,12400,0
LVWR,12400,3
TRINZ,12400,0
HERD,12300,0
JIVE,12300,0
OVLY,12300,0
PAI,12300,0
QXQ,12300,0
SNV-E,12300,0
VSME,12300,0
WFC-L,12300,0
ESGRO,12200,0
NDP,12200,0
PMT-B,12200,0
SFB,12200,0
TEN-E,12200,0
EVE.T,12100,0
GBBKW,12100,0
HOFT,12100,4
INVZW,12100,0
LOBO,12100,0
MSS,12100,0
PNBK,12100,0
SNTI,12100,0
USGOW,12100,0
ANG-A,12000,0
HWCPZ,12000,0
QABA,12000,0
QTOP,12000,2
XRTX,12000,0
ASET,11900,0
EDOC,11900,3
LAN.W,11900,0
SCNX,11900,0
TWO-C,11900,0
TYGO,11900,0
CLPS,11800,3
DDT,11800,0
FAASW,11800,0
GINX,11800,0
RBCAA,11800,2
CUB,11700,0
ESPO,11700,4
KBWR,11700,2
NGL-B,11700,0
OXBR,11700,0
VTHR,11700,3
AGAE,11600,0
ATH-E,11600,0
CATH,11600,0
MARPS,11600,0
PCTTW,11600,0
PMD,11600,0
RIT-B,11600,0
SPRX,11600,2
STXV,11600,0
HOLOW,11500,0
INTS,11500,0
RECT,11500,0
CRESW,11400,0
SEA-B,11400,0
ARTW,11300,0
CMS-C,11300,0
DXJS,11300,2
FBIOP,11300,0
OFLX,11300,0
BACK,11200,0
BHFAL,11200,0
BWSN,11200,0
CMR-D,11200,0
CPBI,11200,0
CRML,11200,0
HUMAW,11200,0
LIVR,11200,0
LOCL,11200,0
SGA,11200,0
TSAT,11200,4
DWTX,11100,2
DYCQ,11100,0
EMP,11100,0
MXE,11100,0
RDW.W,11100,0
BRTX,11000,0
CELZ,11000,0
CEROW,11000,0
GWH.W,11000,0
UG,11000,0
BSMR,10900,0
GOEVW,10900,0
MTB-H,10900,0
ROE,10900,0
TXMD,10900,4
VAL.W,10900,0
WBS-G,10900,0
WCBR,10900,3
CEE,10800,0
GIFT,10800,0
HBANM,10800,0
MACI,10800,0
QQQP,10800,4
RSVRW,10800,0
SNPX,10800,0
AMID,10700,0
GLP-B,10700,0
QVAL,10700,0
RIT-A,10700,0
BC-C,10600,0
CLST,10600,0
DTB,10600,0
EPR-C,10600,0
FDNI,10600,1
LSEAW,10600,0
NTG,10600,0
ROCL,10600,0
VABK,10600,0
BOWN,10500,0
CPAI,10500,0
FONR,10500,0
NSA-A,10500,0
RM,10500,2
TRT-D,10500,0
TVE,10500,0
ALVOW,10400,0
FVN,10400,0
GRRRW,10400,0
IBTP,10400,0
PSTR,10400,0
SEATW,10400,0
SPMC,10400,0
SYBX,10400,0
TSBK,10400,4
AAME,10300,0
BBH,10300,3
BNH,10300,0
BROG,10300,0
CLSM,10300,0
SBFMW,10300,0
SWKH,10300,0
YQQQ,10300,2
ARKR,10200,0
BELFA,10200,0
CFO,10200,1
CSB,10200,2
EIIA,10200,0
FDIV,10200,0
FRES,10200,0
KEN,10200,4
RSF,10200,0
VOY-B,10200,0
CETY,10100,0
ELTX,10100,0
FDTX,10100,0
LANDP,10100,0
LINK,10100,0
LKCO,10100,0
MDCX,10100,0
MGRB,10100,0
AOMN,10000,0
BITS,10000,4
CMAXW,10000,0
CRWS,10000,2
FEX,10000,0
IVR-C,10000,0
JMSB,10000,1
SOBR,10000,0
SONDW,10000,0
LEDS,9900,0
BFL.W,9800,0
BRID,9800,0
FLNT,9800,0
IVCBW,9800,0
SVMHW,9800,0
FATBP,9700,0
MEIP,9700,3
MMVWW,9700,0
PKW,9700,3
REGCP,9700,0
SWP,9700,0
WTM,9700,0
YHGJ,9700,0
CAFG,9600,0
CREV,9600,0
IPHA,9600,0
MFAO,9600,0
MTEN,9600,0
TACT,9600,4
ZCARW,9600,0
GRN.T,9500,0
QQMG,9500,0
YJ,9500,0
CICB,9400,0
IFGL,9400,3
NURO,9400,0
SDG,9400,0
VLGEA,9400,0
XMAG,9400,0
ABR-E,9300,0
FORA,9300,2
GGZ,9300,0
INSI,9300,0
NEWTH,9300,0
NTIC,9300,0
OP,9300,0
PETWW,9300,0
RWAYZ,9300,0
TUG,9300,0
COF-K,9200,0
DOMH,9200,0
RKDA,9200,0
TAYD,9200,0
AMDS,9100,2
DVAL,9100,0
FMET,9100,1
HIDE,9100,0
LVRO,9100,0
MLECW,9100,0
OPTZ,9100,0
UCAR,9100,2
ANEB,9000,0
BNT,9000,4
FDFF,9000,0
FTAIO,9000,0
RMCO,9000,0
RRBI,9000,0
SGLY,9000,0
SNES,9000,0
CJET,8900,0
ECBK,8900,0
ENTX,8900,3
FAT,8900,0
FCRX,8900,0
HIFS,8900,0
RETO,8900,0
WEYS,8900,0
BBGI,8800,0
BPYPM,8800,0
CHNR,8800,0
RUSHB,8800,0
SOR,8800,0
AKA,8700,0
BRNY,8700,0
IBACR,8700,0
MIT-B,8700,0
PITAW,8700,0
AMTD,8600,0
ARTL,8600,0
STRM,8600,0
TRT-A,8600,0
WAFU,8600,0
BGM,8500,0
FYT,8500,1
KEAT,8500,0
NPV,8500,0
PSA-M,8500,0
RGCO,8500,3
WRB-F,8500,0
CAD-A,8400,0
CINGW,8400,0
GNT,8400,0
HTCO,8400,0
LOOP,8400,4
NKSH,8400,0
PHIO,8400,0
SGU,8400,4
TRT-C,8400,0
ZEO,8400,0
CIMN,8300,0
CMSC,8300,0
ETW.W,8300,0
METCL,8300,0
NYMTN,8300,0
QYLG,8300,3
SCE-K,8300,0
SDST,8300,0
TFC-I,8300,0
BIPJ,8200,0
FJP,8200,2
HDL,8200,0
HURC,8200,0
IRIX,8200,3
SOPH,8200,4
UONEK,8200,3
WHG,8200,2
YHNA,8200,0
FOSLL,8100,0
MYNA,8100,0
FSEA,8000,0
INDP,8000,0
WTFCM,8000,0
ELSE,7900,0
KMPB,7900,0
MTEX,7900,0
SPC,7900,0
SRL,7900,2
WRB-H,7900,0
ARBEW,7800,0
EPOW,7800,0
FNY,7800,1
PRH,7800,0
JLS,7700,0
JPI,7700,0
PLBC,7700,0
VLT,7700,0
BPRN,7600,0
ESN,7600,0
RGT,7600,0
SCE-G,7600,0
WFCF,7600,0
AUB-A,7500,0
GAB-H,7500,0
GDV-K,7500,0
MGRD,7500,0
OAK-B,7500,0
TAIT,7500,0
AIRJW,7400,0
ATC-D,7400,0
FLG-U,7400,0
GEG,7400,0
NMT,7400,0
NWFL,7400,0
OPXS,7400,0
XTLB,7400,0
AVXC,7300,0
CFA,7300,0
IBAC,7300,0
ICCH,7300,0
KRMA,7300,0
OPP-B,7300,0
PTH,7300,1
RDIB,7300,0
SHO-I,7300,0
VNO-M,7300,0
WAFDP,7300,0
ANG-B,7200,0
DTF,7200,0
IROHR,7200,0
MGYR,7200,0
NEUE,7200,0
NKGNW,7200,0
NYMTL,7200,0
TEN-F,7200,0
ZBAO,7200,0
ZOOZW,7200,0
BCGWW,7100,0
FCNCO,7100,0
GL-D,7100,0
HNNA,7100,0
NIKL,7100,0
NXN,7100,0
ONFO,7100,0
RFEM,7100,0
AGNCM,7000,0
ELTK,7000,0
FNK,7000,0
GLO-C,7000,0
IVAL,7000,0
LFSC,7000,0
PNFPP,7000,0
SKYU,7000,1
ANSCW,6900,0
BAFN,6900,0
CHR,6900,0
COOT,6900,0
DGRE,6900,0
DWSN,6900,0
EDRY,6900,0
FBYD,6900,0
FGI,6900,0
FRE.W,6900,0
NXLIW,6900,0
TDSB,6900,0
TUGN,6900,0
AFGE,6800,0
ANGH,6800,0
KIM-L,6800,0
MDBH,6800,0
SILC,6800,0
BCOW,6700,0
FULTP,6700,0
GFAIW,6700,0
QRMI,6700,0
VTVT,6700,0
BRFH,6600,0
CARV,6600,0
DXR,6600,0
GDV-H,6600,0
NBTX,6600,0
SSBK,6600,0
SYTAW,6600,0
TWO-B,6600,0
DMA,6500,0
ENZL,6500,2
HTIA,6500,0
NEWTG,6500,0
TCHI,6500,1
ZIONP,6500,0
ATNFW,6400,0
FCEF,6400,0
MBINN,6400,0
OMIC,6400,1
UBCP,6400,0
VSTA,6400,0
WISE,6400,2
WVVIP,6400,0
FGN,6300,0
GLADZ,6300,0
KIM-M,6300,0
OCFT,6300,3
RNRG,6300,0
ATLCP,6200,0
BLACW,6200,0
BSET,6200,3
BSMY,6200,0
CURR,6200,0
DJCO,6200,0
DYFI,6200,0
FPXI,6200,2
KRKR,6200,0
NAMSW,6200,0
PNS.W,6200,0
PRE,6200,0
REX-B,6200,0
SVREW,6200,0
CHEK,6100,0
COPJ,6100,0
CPAC,6100,0
GEF.B,6100,0
HOVRW,6100,0
MS-L,6100,0
PIRS,6100,1
PSA-Q,6100,0
PT,6100,0
REIT,6100,0
RFAI,6100,0
RNR-F,6100,0
RWTN,6100,0
TPGXL,6100,0
ATHE,6000,0
FCAL,6000,0
GLO-B,6000,0
NUKKW,6000,0
NVVE,6000,0
SF-B,6000,0
SHIM,6000,0
THIR,6000,0
ZEPP,6000,4
AFGC,5900,0
AFGD,5900,0
BAC-L,5900,0
BLBX,5900,0
ECCX,5900,0
LIEN,5900,0
LITP,5900,0
MEMS,5900,0
MSC,5900,0
NXTG,5900,1
QNXT,5900,1
TPTA,5900,0
UTHY,5900,2
WGSWW,5900,0
ALSA,5800,0
EQV,5800,0
GTN.A,5800,0
IPXX,5800,0
NGL-C,5800,0
PNRG,5800,0
PPI,5800,0
RAYS,5800,2
SLXNW,5800,0
WRB-G,5800,0
BANX,5700,4
HUBCW,5700,0
NMS,5700,0
PSCH,5700,3
RC-E,5700,0
SLRX,5700,0
TURB,5700,0
VACH,5700,0
WMPN,5700,0
BSSX,5600,0
CPLS,5600,0
DIVY,5600,0
DRH-A,5600,0
GOVXW,5600,0
HYXF,5600,0
MBAV,5600,0
ACNT,5500,3
ASB-F,5500,0
ASPCU,5500,0
BH,5500,0
BODI,5500,0
FTXG,5500,1
NTRB,5500,0
PIO,5500,2
TCTM,5500,0
TLF,5500,0
WBS-F,5500,0
ATIF,5400,0
BAC-E,5400,0
COWS,5400,1
DSX-B,5400,0
FDCF,5400,0
FRT-C,5400,0
FSCS,5400,0
ITIC,5400,0
LIVE,5400,0
MBINM,5400,0
ODVWZ,5400,0
RAYA,5400,0
WHLM,5400,0
ENO,5300,0
FMED,5300,0
GAB-K,5300,0
GAINL,5300,0
GNL-D,5300,0
MTR,5300,0
CAPN,5200,0
CCLDO,5200,0
EPR-G,5200,0
HERO,5200,4
KQQQ,5200,0
KVAC,5200,0
SABSW,5200,0
SDSI,5200,0
CCIXU,5100,0
DYTA,5100,0
GSUN,5100,0
OXLCI,5100,0
PMBS,5100,0
PSCU,5100,0
VNO-O,5100,0
ACP-A,5000,0
BIP-B,5000,0
BRTR,5000,0
DFLIW,5000,0
NC,5000,0
APRE,4900,0
BRLS,4900,0
FRAF,4900,0
VLYPN,4900,0
BWNB,4800,0
GBLI,4800,0
GUT-C,4800,0
MILN,4800,3
SELF,4800,4
VLYPO,4800,0
ACR-C,4700,0
AIFD,4700,0
ATC-H,4700,0
CBFV,4700,0
GLBS,4700,4
INDH,4700,0
PDBA,4700,1
PEB-G,4700,0
PIE,4700,0
SOHOB,4700,0
SQFTW,4700,0
TRINI,4700,0
EFC-A,4600,0
FCAP,4600,0
IROQ,4600,0
PSA-N,4600,0
ALF,4500,0
ECCC,4500,0
EICC,4500,0
EMEQ,4500,0
FUSB,4500,0
HOVNP,4500,0
IBGA,4500,0
INAQW,4500,0
OPP-A,4500,0
PSCC,4500,2
RTH,4500,3
VACHW,4500,0
WILC,4500,0
AGNG,4400,1
ALSAW,4400,0
ALX,4400,0
CRD.B,4400,0
FHN-E,4400,0
FMY,4400,0
HSPTU,4400,0
ICUCW,4400,0
MMKT,4400,0
SOGP,4400,4
STXM,4400,0
TCI,4400,0
WOOD,4400,4
ARBKL,4300,0
ATMVR,4300,0
CFFS,4300,0
CIO-A,4300,0
DDIV,4300,0
ECCF,4300,0
ERNZ,4300,0
HISF,4300,0
HROWM,4300,0
HWBK,4300,0
INBKZ,4300,0
MNSB,4300,0
RWTO,4300,0
BSMW,4200,0
CALI,4200,0
FLN,4200,0
GNL-E,4200,0
GNTA,4200,0
SCNI,4200,0
VSDA,4200,0
YGMZ,4200,0
AGIX,4100,0
AGM-E,4100,0
AKO.B,4100,0
BML-G,4100,0
HIHO,4100,0
HTIBP,4100,0
OAK-A,4100,0
PETZ,4100,0
TSMU,4100,1
VEEAW,4100,0
WLDSW,4100,0
CCIA,4000,0
CJJD,4000,0
DLN-A,4000,0
HKIT,4000,0
KITTW,4000,0
MDRRP,4000,0
NFXS,4000,0
PMAX,4000,0
PSE-A,4000,0
RSLS,4000,0
APWC,3900,0
BAOS,3900,0
EDTK,3900,0
EEIQ,3900,0
FBOT,3900,1
GMR-A,3900,0
IGTAR,3900,0
LBRDP,3900,0
NCSM,3900,0
NMFCZ,3900,0
NMHIW,3900,0
OCG,3900,0
FCVT,3800,0
FXED,3800,0
GLO-A,3800,0
OPOF,3800,0
SHFSW,3800,0
TBNK,3800,4
XOMAO,3800,0
CITEW,3700,0
CNOBP,3700,0
EBIZ,3700,2
EPR-E,3700,0
GAINN,3700,0
IGTAW,3700,0
LXEH,3700,0
MKZR,3700,0
MOGU,3700,0
SPN-B,3700,0
UCB-I,3700,0
CEP,3600,0
CSCI,3600,0
EFC-B,3600,0
EICB,3600,0
FDBC,3600,0
GNL-A,3600,0
NAII,3600,0
PY,3600,0
RBKB,3600,0
STXD,3600,0
BIP-A,3500,0
CCZ,3500,0
GNL-B,3500,0
GRP.U,3500,0
HTLFP,3500,0
LFLYW,3500,0
TKLF,3500,0
VGAS,3500,0
BACQU,3400,0
BEPJ,3400,0
CDL,3400,0
FHN-F,3400,0
INAQ,3400,0
IROHW,3400,0
PUI,3400,1
STRS,3400,0
ATLCL,3300,0
CA,3300,0
CMSA,3300,0
DEMZ,3300,0
FVC,3300,0
IMRN,3300,0
UTSI,3300,0
AHH-A,3200,0
AIRTP,3200,0
GIGM,3200,0
GYLD,3200,1
IHYF,3200,0
MACIW,3200,0
MIT-A,3200,0
OMCC,3200,0
PAVMZ,3200,0
POWWP,3200,0
SIMA,3200,0
SPLP,3200,0
TRT-B,3200,0
TRT-E,3200,0
UIVM,3200,0
AFRI,3100,0
BHR-D,3100,0
CSLRW,3100,0
CVE.W,3100,0
ETI.P,3100,0
FNWD,3100,0
GHG,3100,0
HCOW,3100,0
JMM,3100,0
MFLX,3100,0
MULL,3100,1
NLSPW,3100,0
NRE-A,3100,0
NYC,3100,0
OXLCL,3100,0
PSCF,3100,2
RWAYL,3100,0
WRB-E,3100,0
AFGB,3000,0
CANC,3000,0
CHM-A,3000,0
CULP,3000,4
DHAI,3000,0
DX-C,3000,0
HYAC,3000,0
OXLCN,3000,0
PEB-H,3000,0
PFI,3000,1
STXI,3000,0
BANL,2900,0
CTA-B,2900,0
DBR-H,2900,0
FITBP,2900,0
GSL-B,2900,0
HYBX,2900,0
IMOM,2900,0
NVDW,2900,3
ONBPO,2900,0
PEZ,2900,3
PSCD,2900,2
PSL,2900,0
QQQW,2900,2
SNCRL,2900,0
UWM.W,2900,0
VALU,2900,0
AMH-H,2800,0
DCOMG,2800,0
EMXF,2800,0
GRB-A,2800,0
IBBQ,2800,0
IVR-B,2800,0
MSBIP,2800,0
NETD,2800,0
RFIL,2800,4
RJF-B,2800,0
USB-A,2800,0
BPYPO,2700,0
EP-C,2700,0
FDIF,2700,0
GLBZ,2700,0
IVCA,2700,0
NERD,2700,3
NTZ,2700,0
QSIX,2700,0
BC-A,2600,0
DHCNL,2600,0
DUKX,2600,0
GCT.W,2600,0
GRW,2600,0
MRM,2600,0
NCV-A,2600,0
OCEAW,2600,0
PIZ,2600,0
PRI-L,2600,0
SOCL,2600,2
AFBI,2500,0
CANQ,2500,0
CCSO,2500,0
HYA.W,2500,0
INTG,2500,0
IVDAW,2500,0
PRI-G,2500,0
SATLW,2500,0
TRT-P,2500,0
ABLLL,2400,0
AMPGW,2400,0
ARL,2400,0
BEST,2400,3
DCOMP,2400,0
DSTX,2400,0
FAD,2400,2
IMPPP,2400,0
MITA,2400,0
MYCM,2400,0
OAKU,2400,0
ONFOW,2400,0
SOTK,2400,0
XYLO,2400,3
AGM-D,2300,0
ARG-A,2300,0
AUMI,2300,0
BWBBP,2300,0
CRMLW,2300,0
EURK,2300,0
GREEL,2300,0
MFAN,2300,0
TDTH,2300,0
AMH-G,2200,0
CCNEP,2200,0
FBZ,2200,1
GTR,2200,0
LBTYB,2200,0
NRXPW,2200,0
NYMTI,2200,0
OPTXW,2200,0
OXLCZ,2200,0
SAY,2200,0
SHLT,2200,0
SPE-C,2200,0
TTEQ,2200,0
ARGD,2100,0
BC-B,2100,0
BDGS,2100,0
CIG.C,2100,0
GAINZ,2100,0
MRNO,2100,0
NXGLW,2100,0
PEB-F,2100,0
QHDG,2100,0
SEA-A,2100,0
XFL-A,2100,0
AREBW,2000,0
CNCR,2000,0
DLN-B,2000,0
EICA,2000,0
GIGGU,2000,0
GJO,2000,0
HYMCL,2000,0
PER.W,2000,0
POLE,2000,0
PRTC,2000,0
QETA,2000,0
QQXT,2000,0
SAT,2000,0
SOXM,2000,1
SQFTP,2000,0
AHT-D,1900,0
ASB-E,1900,0
BJK,1900,2
CNFR,1900,0
CTO-A,1900,0
DTCK,1900,0
EFC-E,1900,0
GDEV,1900,0
IBOT,1900,1
INN-E,1900,0
IPXXW,1900,0
LSBPW,1900,0
MDRR,1900,0
MDV-A,1900,0
MOLN,1900,0
PMTU,1900,0
PRI-H,1900,0
QETAR,1900,0
SPCX,1900,2
SRG-A,1900,0
TROO,1900,2
VNCE,1900,0
AHT-G,1800,0
AQWA,1800,1
BCAN,1800,0
BFRIW,1800,0
DTSTW,1800,0
FTXR,1800,1
GLDI,1800,0
HYTR,1800,0
LGRO,1800,0
MOBXW,1800,0
NCRA,1800,0
NVNI,1800,0
PABU,1800,0
PBHC,1800,0
TAXE,1800,0
NTEST.I,1720,0
AACT,1700,0
DALI,1700,0
DECO,1700,3
FUFUW,1700,0
IVCP,1700,0
KLTOW,1700,0
LCFYW,1700,0
LEGR,1700,1
LXP-C,1700,0
MCSE,1700,0
MYCJ,1700,0
PROV,1700,0
RNWWW,1700,0
BFS-E,1600,0
BHR-B,1600,0
CARZ,1600,2
CELUW,1600,0
CMR-B,1600,0
CUB-E,1600,0
DGICB,1600,0
FPXE,1600,0
GXTG,1600,1
ISHG,1600,0
KNGZ,1600,0
OCCIM,1600,0
PHAR,1600,0
SPAM,1600,0
SSKN,1600,0
ADVWW,1500,0
APXI,1500,0
EMCB,1500,0
GAB-G,1500,0
GLLIW,1500,0
JMID,1500,0
KTTAW,1500,0
LGHLW,1500,0
PSCM,1500,2
REX-C,1500,0
RIV-A,1500,0
SFBC,1500,0
SHRY,1500,0
SIGIP,1500,0
TVGNW,1500,0
VLYPP,1500,0
WVVI,1500,0
XELB,1500,0
AAC.S,1400,0
BOCN,1400,0
BRK.A,1400,0
BSJW,1400,0
BTSGU,1400,0
CSWCZ,1400,0
FBYDW,1400,0
FKU,1400,0
GECCH,1400,0
ICR-A,1400,0
INN-F,1400,0
JZXN,1400,0
LANDM,1400,0
MAPSW,1400,0
MITN,1400,0
ML.W,1400,0
MYCN,1400,0
POLEU,1400,0
PRPO,1400,0
SMRI,1400,0
TRINL,1400,0
ALOT,1300,0
CSLMR,1300,0
DSWL,1300,0
HROWL,1300,0
IGCB,1300,0
KTH,1300,0
OCC,1300,0
OXLCP,1300,0
ABCS,1200,0
BEATW,1200,0
BFRGW,1200,0
EFC-C,1200,0
ENJ,1200,0
GAM-B,1200,0
GJT,1200,0
HYMCW,1200,0
LDEM,1200,0
MAA-I,1200,0
MBAVW,1200,0
MQQQ,1200,1
NXD-A,1200,0
QOWZ,1200,0
SBBA,1200,0
SELX,1200,0
BHV,1100,0
CLD-A,1100,0
DIVD,1100,0
DVOL,1100,0
FEDU,1100,0
FSHP,1100,0
FTAG,1100,0
HONDU,1100,0
ISRLW,1100,0
KROP,1100,2
KVACW,1100,0
MHNC,1100,0
NEWTI,1100,0
PRI-J,1100,0
SOHON,1100,0
SPYM,1100,2
SQLV,1100,0
SRZNW,1100,0
STRRP,1100,0
TECTP,1100,0
TIRX,1100,0
TLTM,1100,3
WINC,1100,0
XBPEW,1100,0
ZEOWW,1100,0
AUBN,1000,0
CDR-C,1000,0
DAX,1000,3
EFC-D,1000,0
ESMV,1000,0
FSZ,1000,0
FTDS,1000,0
MOOD,1000,0
NESRW,1000,0
NOM,1000,0
ONBPP,1000,0
OXLCO,1000,0
PRI-I,1000,0
PRI-K,1000,0
PSET,1000,0
REAI,1000,0
RWT-A,1000,0
SAJ,1000,0
SYT,1000,0
UEVM,1000,0
UTRE,1000,0
AHT-H,900,0
ALU.W,900,0
CFSB,900,0
CTHR,900,0
GSIB,900,0
GSMGW,900,0
HOFVW,900,0
MDCP,900,0
QQQA,900,3
SANG,900,0
WINVW,900,0
AGMI,800,0
AKO.A,800,0
CLB.U,800,0
CRGOW,800,0
CSF,800,0
DATSW,800,0
DUKH,800,0
GGT-G,800,0
JCTC,800,0
KFFB,800,0
KTN,800,0
MHLA,800,0
PABD,800,0
PEB-E,800,0
PYZ,800,1
QQQG,800,0
SIMAU,800,0
TDI,800,0
WEEI,800,0
XOMAP,800,0
BOTJ,700,0
CMR-C,700,0
FTAIN,700,0
GFGF,700,0
HPKEW,700,0
IIP-A,700,0
IROH,700,0
NATO,700,0
NVACR,700,0
PAVS,700,0
PLMJ,700,0
QQQS,700,0
SNTG,700,0
TNONW,700,0
WBX.W,700,0
YLDE,700,0
